Country (Name),ASFIS species (Name),Unit (Name),Unit,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S,[2020],S
Eastern Africa,Scads nei,Tonnes - live weight,"TLW, Number",0,...,0,...,5.88,,19.85,,4.47,,25.75,,25.02,,21.4,,40.13,,35.04,,37.78,
Middle Africa,Scads nei,Tonnes - live weight,"TLW, Number",97,,170,E,250,E,330,E,413,E,499,,436,,400,E,350,E,398.27,,408.6,
Northern Africa,Scads nei,Tonnes - live weight,"TLW, Number",6151,,6011,,8103,,7101,,7829,,7206,,9822,,9626,,9161,,10790,,11184,
Eastern Asia,Scads nei,Tonnes - live weight,"TLW, Number",566993,,565491,,584977,,574559,,604929,,589580,,578175,,537308,,496017,,450781,,416334,
Western Africa,Scads nei,Tonnes - live weight,"TLW, Number",2090,,7912,,6170.18,,1645,,5332.32,,6272,,6106,,13930,,11417.73,,10225.61,,13051.79,
Others,Scads nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Northern America,Scaled herring,Tonnes - live weight,"TLW, Number",5,,5,,13,,11,,13,,6,,2,,144,,136,,43,,26,
Caribbean,Scaled sardines,Tonnes - live weight,"TLW, Number",1269,,1018,,786,,826,,993,,1008,E,852,E,777.07,E,688.09,E,650.82,E,740.04,E
South America,Scaled sardines,Tonnes - live weight,"TLW, Number",280,,260,,283,,245,,295,,265,E,265,E,265,E,265,E,265,E,265,E
Central America,Scaled sardines,Tonnes - live weight,"TLW, Number",140,,236,,0,...,0,...,4,,7,,0,,8,,0,,4,,3.82,
Southern Europe,Scomber mackerels nei,Tonnes - live weight,"TLW, Number",80,,52,,1531,,820,,317,,39,,45,,37,,285,,23137.02,,480.55,
Western Asia,Scomber mackerels nei,Tonnes - live weight,"TLW, Number",46,,42,E,35,E,31,E,28,E,26,E,30,E,28,E,28,E,28.02,E,28.01,E
Northern America,Scomber mackerels nei,Tonnes - live weight,"TLW, Number",0,...,3,,0,...,1,,0,N,0,...,0,...,0,...,0,...,0,...,0,...
Western Africa,Senegal jack,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,152,,212,,250,,148,,282,,274.29,,121.05,
South-Eastern Asia,Short mackerel,Tonnes - live weight,"TLW, Number",331818,,347163,,312930,,282396,,309013,,364655,,321445,,479445.82,,322027,,53197.01,,54971.15,
Polynesia,Short mackerel,Tonnes - live weight,"TLW, Number",0,,0.01,,3.94,,1.41,,0,...,0.01,,0.02,,0,...,0,...,0,...,0,...
South America,Shortfin scad,Tonnes - live weight,"TLW, Number",21097,,6917,,10543,,16146,,21583,,25676,,76742,,16012,,11177,,10963.87,,8401.76,
Central America,Shortjaw leatherjacket,Tonnes - live weight,"TLW, Number",0,N,0,N,662,,6129,,12502,,7556,,2823,,8387,,3162,,5889,,5618.11,
Western Asia,Shrimp scad,Tonnes - live weight,"TLW, Number",234,,243,,276,,294,,299,,307,,310,,307,E,300,,293.25,,262.5,
Polynesia,Sickle pomfret,Tonnes - live weight,"TLW, Number",20.21,,23,,27,,38,,27,,37,,27.07,,27.02,E,27.04,E,27.04,E,27,E
Micronesia,Sickle pomfret,Tonnes - live weight,"TLW, Number",0.14,,1.18,,0.22,,0.19,,0.22,,0,...,0.25,,0.1,,0.01,,0.16,,0.43,
Eastern Africa,Sickle pomfret,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.06,,0,...,0,...
Eastern Asia,Silver pomfret,Tonnes - live weight,"TLW, Number",436,,412,,375,,328,,257,,179,,284,,187,,211,,207.54,,201.11,
Eastern Europe,Silver pomfret,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
South-Eastern Asia,Silver pomfret,Tonnes - live weight,"TLW, Number",50642,,47643,,45486,,47447,,50519,,50716,,51493,,39948.25,,47826.38,,82141.85,,65854.55,
Southern Asia,Silver pomfret,Tonnes - live weight,"TLW, Number",1857,,1879,,2159,,1865,,3023,,2176,,2130,,1810,,2374,,2032,,2070,E
Western Asia,Silver pomfret,Tonnes - live weight,"TLW, Number",228,,266,,536,,312,,342,,187,,266,,213,,246,,356,,538,
Others,Silver pomfret,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Eastern Asia,Silver pomfrets nei,Tonnes - live weight,"TLW, Number",364776,,358461,,341304,,326141,,329936,,346497,,330376,,329547,,326015,,326621,,331362,
Eastern Asia,Silver-stripe round herring,Tonnes - live weight,"TLW, Number",22,,88,,65,,90,,520,,218,,17,,17,,8,,24.57,,82.1,
Melanesia,Silver-stripe round herring,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
South-Eastern Asia,Silversides(=Sand smelts) nei,Tonnes - live weight,"TLW, Number",617,,561,,507,,551,,497,,531,,613,,536,,487,,609,,593.87,
Northern America,Silversides(=Sand smelts) nei,Tonnes - live weight,"TLW, Number",0,...,0,...,1,,7,,8,,19,,44,,18,,10,,3,,0,...
Western Asia,Silversides(=Sand smelts) nei,Tonnes - live weight,"TLW, Number",1468,,1489,,947,,892,,449,,327,,599,,539,,592,,499.02,,501.6,
South America,Silversides(=Sand smelts) nei,Tonnes - live weight,"TLW, Number",7971,,11931,,14093,,8887,,10218,,8143,,5160,,3403,,5798,,4519.13,,6670.96,
Eastern Europe,Silversides(=Sand smelts) nei,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,3,,0,N,0,...,0,...,0,N,16,,9,,3.53,
Central America,Silversides(=Sand smelts) nei,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,...
Western Europe,Silversides(=Sand smelts) nei,Tonnes - live weight,"TLW, Number",115,,89,,83,,52,,54,,72,,47,,30,,37,,66,,53.76,
Northern Europe,Silversides(=Sand smelts) nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,N,0,N,0,N,0,N,0,,0,,0,,0,...
Southern Europe,Silversides(=Sand smelts) nei,Tonnes - live weight,"TLW, Number",1003,,995,,855,,624,,670,,559,,670,,609,,637,,230.09,,128.55,
Melanesia,Silversides(=Sand smelts) nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
Northern Africa,Silversides(=Sand smelts) nei,Tonnes - live weight,"TLW, Number",94,,132,,35,,0,...,70,,143,,256,,98,,70,,140,E,115,E
Eastern Asia,Slender rainbow sardine,Tonnes - live weight,"TLW, Number",16,E,16,E,15,E,16,E,15,E,14,E,14,E,13,E,13,E,13,E,13,E
Polynesia,Snubnose pompano,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0.03,,0.03,,0.09,,0.15,,0,...
Western Asia,Snubnose pompano,Tonnes - live weight,"TLW, Number",92,,30,,32,,79,,64,,70,,101,,105,E,61,,76,,53.02,
Others,Southern African anchovy,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Northern Europe,Southern African anchovy,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
Caribbean,Southern African anchovy,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
Eastern Europe,Southern African anchovy,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
Southern Africa,Southern African anchovy,Tonnes - live weight,"TLW, Number",217192,,120154,,307606,,78801,,240338,,237630,,260205,,216000,,253233,,164713.01,,284975.08,
Western Europe,Southern opah,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,1,,0,,0,,0,,0,...,0,...
Australia and New Zealand,Southern opah,Tonnes - live weight,"TLW, Number",0,,0,N,0,,0,,0,,0,,0.1,,0.03,,0,,0.03,,0,
South America,Southern opah,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,1,,1,,0,,1,,0,,0,...
Eastern Europe,Southern opah,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,N,0,,0,,0,,0,,0,,0,,0,...
Eastern Europe,Southern rays bream,Tonnes - live weight,"TLW, Number",305,,10,,0,,0,,0,,0,,2,,0,,0,,98,,0,
South America,Southern rays bream,Tonnes - live weight,"TLW, Number",16977,,28814,,23214,,11955,,35975,,34218,,27586,,25280,,28170,,44296,,38109,
Northern Europe,Southern rays bream,Tonnes - live weight,"TLW, Number",51,,0,,0,,63,,0,,50,,0,,46,,260,,0,,0,
Western Europe,Southern rays bream,Tonnes - live weight,"TLW, Number",76,,15,,0,,0,,91,,89,,28,,578,,0,,0,,0,...
Caribbean,Southern sennet,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0.23,,0,...,0,...,0,...,0,...,0,...,0.67,,0.68,
South America,Southwest Atlantic butterfish,Tonnes - live weight,"TLW, Number",2489,,2596,,1568,,2178,,1346,,1258,,1555,,863,,409,,805,,595.13,
Southern Europe,Southwest Atlantic butterfish,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,183.13,,173,
South-Eastern Asia,Spotted sardinella,Tonnes - live weight,"TLW, Number",4318,,6791,,49110,,45851,,46578,,25473,,40387,,34310.71,E,43514,,26766.39,,27461.53,
South America,Starry butterfish,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,234,,428,,5.66,,12.1,
Eastern Asia,Stolephorus anchovies nei,Tonnes - live weight,"TLW, Number",16,E,16,E,15,E,16,E,15,E,14,E,14,E,13,E,13,E,13,E,13,E
Melanesia,Stolephorus anchovies nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Western Asia,Stolephorus anchovies nei,Tonnes - live weight,"TLW, Number",0,,525,,779,,750,,720,,650,,750,,700,,650,,690,,800,
Southern Asia,Stolephorus anchovies nei,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,63382,E,61571,,64859,,72792,,105915,,66000,
South-Eastern Asia,Stolephorus anchovies nei,Tonnes - live weight,"TLW, Number",274514,,299791,,293837,,280162,,295918,,292735,,283630,,374206.93,,276180,,133855.93,,108616.21,
Western Africa,"Suckerfishes, remoras nei",Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,541,,18,,3,,0,...,0,...,0,...
Northern America,"Suckerfishes, remoras nei",Tonnes - live weight,"TLW, Number",0,N,0,...,0,...,0,N,0,N,0,N,0,N,0,...,0,N,0,N,0,...
Australia and New Zealand,Sunfish,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,,0,,0,,0.12,,0,,0,,0,,0,
Southern Europe,Sunfish,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.02,
Australia and New Zealand,Swallowtail dart,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,
Western Asia,Talang queenfish,Tonnes - live weight,"TLW, Number",362,,425,,472,,670,,647,,622,,578,,580,E,623,,613.75,,597,
Southern Asia,Talang queenfish,Tonnes - live weight,"TLW, Number",11012,,13268,,14932,,18412,,17990,,25586,,27190,,32678,,42146,,34105,,36310,E
Eastern Africa,Talang queenfish,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,78.32,,108.4,
Polynesia,Tille trevally,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.01,,0,...,0,...,0,...
South-Eastern Asia,Torpedo scad,Tonnes - live weight,"TLW, Number",108981,,107006,,93490,,99241,,103873,,120362,,132608,,119583,,123028,,94629.8,,96806.06,
Southern Asia,Torpedo scad,Tonnes - live weight,"TLW, Number",3321,,3673,,3354,,3458,,3538,,3632,,4666,,4724,,4879,,3792,,3804,
Western Asia,Torpedo scad,Tonnes - live weight,"TLW, Number",7,,5,,5,,19,,33,,32,,24,,25,E,28,,27.48,,11.75,
Eastern Asia,Torpedo scad,Tonnes - live weight,"TLW, Number",77,,164,,398,,545,,655,,715,,560,,200,,73,,53.07,,88.3,
Northern Africa,Vadigo,Tonnes - live weight,"TLW, Number",766,,11,,104,,204,,297,,196,,126,,1148,,1132,,1254.9,,1200.28,
Western Africa,Vadigo,Tonnes - live weight,"TLW, Number",55,,25,,349,,10,,12,,157,,299,,181,,0,...,0,...,0,...
Northern Europe,Vadigo,Tonnes - live weight,"TLW, Number",12,,60,,11,,0,...,0,...,0,,20,,0,,0,,13.16,,0,...
Western Europe,Vadigo,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,19,,0,,0,,0,,0,,0,...,0,,0,...
Southern Europe,Vadigo,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2.41,,3.64,
Western Asia,White trevally,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.12,,0.02,
Eastern Europe,White trevally,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Australia and New Zealand,White trevally,Tonnes - live weight,"TLW, Number",3679,,3999,,3762,,3886.39,,3243.23,,3923.2,,3724.07,,4094.5,,3477.22,,46.99,,124.27,
Southern Europe,White trevally,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,62.38,,63.78,
Western Asia,Whitefin wolf-herring,Tonnes - live weight,"TLW, Number",19,,27,,28,,39,,30,,31,,36,,40,E,33,,27,,22,
Southern Asia,Whitefin wolf-herring,Tonnes - live weight,"TLW, Number",8014,,5824,,6540,,6623,,8242,,9032,,5990,,7349,,6448,,6649,,6820,E
Eastern Africa,Whitefin wolf-herring,Tonnes - live weight,"TLW, Number",397,,381,,377,,398,,319,,680,,672,,707,,678,,654,,812.19,
Western Europe,Whitehead's round herring,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Eastern Europe,Whitehead's round herring,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
Southern Africa,Whitehead's round herring,Tonnes - live weight,"TLW, Number",88574,,64695,,68687,,31534,,34434,,13458,,53749,,55000,,48335,,47276.1,,53881.64,
Western Asia,Wolf-herrings nei,Tonnes - live weight,"TLW, Number",30,,5,,530,,180,,405,,215,,190,,171,,520,,345,,137,
South-Eastern Asia,Wolf-herrings nei,Tonnes - live weight,"TLW, Number",22478,,20387,,19342,,18802,,18326,,25955,,15003,,22238.34,,19729.3,,21339.84,,20368.53,
Southern Asia,Wolf-herrings nei,Tonnes - live weight,"TLW, Number",32051,,23041,,29944,,39381,,20282,E,16922,E,17657,,18566,,14406,,16899,,13000,
Eastern Africa,Wolf-herrings nei,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,246,,260,E,260,E,0,...
Western Africa,Yellow jack,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,56,,24,
South America,Yellow jack,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,1827,,1885,E,1885,E,1885,E,1885,E
Caribbean,Yellow jack,Tonnes - live weight,"TLW, Number",0.23,,0.29,,0.48,,0.54,,0.93,,0.85,,0.03,,0.03,,0.02,,0,...,0.04,
Northern America,Yellow jack,Tonnes - live weight,"TLW, Number",12,,6,,22,,18,,43,,13,,6,,9,,8,,8,,6,
Southern Europe,Yellowmouth barracuda,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.21,
Western Asia,Yellowspotted trevally,Tonnes - live weight,"TLW, Number",190,,190,,179,,218,,197,,180,,178,,180,E,196,,191,,174,
Eastern Africa,Yellowspotted trevally,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.01,,0,...,0,...,0.01,
South-Eastern Asia,Yellowstripe scad,Tonnes - live weight,"TLW, Number",195436,,201312,,198600,,206080,,213490,,117579,,98648,,178287.99,,115277.12,,148015.64,,132115.24,
Western Asia,Yellowstripe scad,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Southern Europe,Yellowtail amberjack,Tonnes - live weight,"TLW, Number",0,N,50,,6,,1,,15,,1,,0,N,0,...,2,,7.82,,22.04,
Australia and New Zealand,Yellowtail amberjack,Tonnes - live weight,"TLW, Number",284,,288,,307,,152.82,,129.81,,127.09,,108.74,,73.97,,91.82,,76.97,,112.12,
Northern Europe,Yellowtail amberjack,Tonnes - live weight,"TLW, Number",13,,21,,11,,8,,19,,4,,1,,7,,1,,0,,0,...
Eastern Europe,Yellowtail amberjack,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,1,,0,...,0,...,14,,0,...,0,...,0,...
South America,Yellowtail amberjack,Tonnes - live weight,"TLW, Number",356,,974,,1061,,922,,1110,,997,E,995,E,2544,,2371,,1004.5,E,997.1,E
Northern America,Yellowtail amberjack,Tonnes - live weight,"TLW, Number",7,,3,,9,,10,,19,,52,,26,,30,,19,,12,,18,
Southern Africa,Yellowtail amberjack,Tonnes - live weight,"TLW, Number",246,,229,,428,,755,,1058,,1027,,701,,1081,,674,,641.68,,628.48,
Middle Africa,Yellowtail amberjack,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,795,,0,,0,,1226,,1752,
Western Asia,Yellowtail scad,Tonnes - live weight,"TLW, Number",969,,1723,,1824,,1340,,961,,1106,,1078,,1435,E,1771,,1965,,1694.7,
Totals - Tonnes - live weight,,,,27596451.09,,31888636.95,,28125223.8,,27924611.76,,26670488.49,,27425735.52,,25811283.68,,27597431.74,,30750129.48,,26740452.92,,27068208.02,
Totals - Number,,,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
FAO. 2022. Fishery and Aquaculture Statistics. Global capture production 1950-2020 (FishStatJ). In: FAO Fisheries and Aquaculture Division [online]. Rome. Updated 2022. www.fao.org/fishery/statistics/software/fishstatj/en
